document_id,titulo,tipo,trechos,caracteres,mediana_trecho,perguntas_hoje,sinal_deontico,sinal_deontico_por_mil,sinal_dispositivo,sinal_loja,paginas_ausentes,paginas_ausentes_faixas,sugestao,inicio,fim,fonte,classificacao,destino,licenca,observacao,data_coleta
cf_BR_1988,Constituição da República Federativa do Brasil de 1988,HTML,63,72166,1161,0,9,0.12,109,0,0,,parece integro,"Presidência da República Casa Civil Subchefia para Assuntos Jurídicos CONSTITUIÇÃO DA REPÚBLICA FEDERATIVA DO BRASIL DE 1988 Vide Emenda Constitucional nº 91, d",", de 2019) § 4º A superveniência de lei federal sobre normas gerais suspende a eficácia da lei estadual, no que lhe for contrário. (Vide Lei nº 13.874, de 2019)",https://www.planalto.gov.br/ccivil_03/constituicao/constituicao.htm,integro,manter,sim,Integridade invalidada pela verificação do suposto fim do documento: o final da fonte original está muito adiante. Truncamento causado pelo coletor HTML; resolvido após a correção do coletor e nova coleta.,16-09-2026
ai_ml_discussion_paper_FDA_2021,Proposed Regulatory Framework for Modifications to Artificial Intelligence/Machine Learning (AI/ML)-Based Software as a Medical Device (SaMD) - Discussion Paper and Request for Feedback,PDF,63,63533,1076,0,21,0.33,0,0,0,,parece integro,Proposed Regulatory Framework for Modifications to Artificial Intelligence/Machine Learning (AI/ML)-Based Software as a Medical Device (SaMD) - Discussion Paper,for inclusion in the ACP that should be specified? 18. What additional level of detail would you add for the described components of an ACP? pg. 20 www.fda.gov,"https://www.fda.gov/files/medical%20devices/published/US-FDA-Artificial-Intelligence-and-Machine-Learning-Discussion-Paper.pdf",integro,manter,sim,A página 1 não indexada corresponde à capa gráfica do documento. O conteúdo substantivo inicia na página seguinte e está presente.,16-09-2026
regulamento_interno_CEP_2024,Regulamento Interno do Comitê de Ética em Pesquisa da Universidade Federal de Minas Gerais - CEP/UFMG,HTML,50,56904,1141,0,38,0.67,78,0,0,,parece integro,COMITÊ DE ÉTICA EM PESQUISA DA UNIVERSIDADE FEDERAL DE MINAS GERAIS – CEP/UFMG REGULAMENTO INTERNO CAPÍTULO I DO ÓRGÃO E SEUS FINS Art. 1 o O Comitê de Ética em,"orme disposto no artigo 7ª da Resolução CNS número 706/2023. Belo Horizonte, 06 de agosto de 2024 Profa. Dra. Corinne Davis Rodrigues Coordenadora do CEP – UFMG","https://www.ufmg.br/bioetica/cep/regimento/",integro,manter,sim,Integridade validada em duas etapas: o snapshot HTML coletado foi integralmente processado no corpus e apresentou forte correspondência com a fonte original atual (snapshot→fonte=100.0%; fonte→snapshot=100.0%).,16-09-2026
resolucao_1627_CFM_2001,Resolução CFM nº 1.627/2001,PDF,53,50937,1045,0,9,0.18,7,0,0,,parece integro,RESOLUÇÃO CFM nº 1.627/2001 (Publicado no D.O.U. em 16/11/2001 - Seção 1 – Pág. 145) Define o ato profissional de médico como todo procedimento técnico-profiss,"sinar Medicina; e g) integrar, dirigir, coordenar, supervisionar e avaliar serviços e procedimentos médicos. LUIZ SALVADOR DE MIRANDA SÁ JÚNIOR 1° Secretário","https://sistemas.cfm.org.br/normas/arquivos/resolucoes/BR/2001/1627_2001.pdf",integro,manter,sim,A última página não indexada não contém texto extraível. O conteúdo normativo e a exposição de motivos estão presentes.,16-09-2026
decreto_44045_BR_1958,"Decreto nº 44.045, de 19 de julho de 1958",HTML,44,49152,1134,0,18,0.37,89,0,0,,parece integro,"Presidência da República Casa Civil Subchefia para Assuntos Jurídicos DECRETO N o 44.045, DE 19 DE JULHO DE 1958. Aprova o Regulamento do Conselho Federal e Con","ra ou a reforma de seus Regimentos Internos de conformidade com a Lei nº 3.268, de 30-9-1957 . Art . 47. Revogam-se as disposições em contrário. MÁRIO PINOTTI *","https://www.planalto.gov.br/ccivil_03/decreto/1950-1969/d44045.htm",integro,manter,sim,Integridade validada em duas etapas: o snapshot HTML coletado foi integralmente processado no corpus e apresentou forte correspondência com a fonte original atual (snapshot→fonte=100.0%; fonte→snapshot=100.0%).,16-09-2026
resolucao_2336_CFM_2023,Resolução CFM nº 2.336/2023,PDF,51,43527,950,0,21,0.48,52,0,0,,parece integro,RESOLUÇÃO CFM Nº 2.336/2023 Publicado em: 13/09/2023 | Edição: 175 | Seção: 1 | Página: 312 Dispõe sobre publicidade e propaganda médicas. O CONSELHO FEDERAL DE,"atua de modo claro, conciso e respeitável, fazendo jus a pertencer à nobre profissão dos discípulos de Esculápio. EMMANUEL FORTES SILVEIRA CAVALCANTI Relator","https://sistemas.cfm.org.br/normas/arquivos/resolucoes/BR/2023/2336_2023.pdf",integro,manter,sim,"Auditoria automática confirmou que todas as páginas do PDF estão representadas no corpus, sem páginas ausentes.",16-09-2026
resolucao_2454_CFM_2026,"Resolução CFM nº 2.454, de 11 de fevereiro de 2026",PDF,47,39345,814,0,43,1.09,60,0,0,,parece integro,"RESOLUÇÃO CFM N° 2.454, DE 11 DE FEVEREIRO DE 2026 Publicado em: 27/02/2026 | Edição: 39 | Seção: 1 | Página: 158 Publicado em: 05/03/2026 | Edição: 43 | Seçã","o dados pessoais, de modo a ampliar o conhecimento coletivo e guiar futuras melhorias nas práticas médicas. JEANCARLO FERNANDES CAVALCANTE Conselheiro Relator","https://sistemas.cfm.org.br/normas/arquivos/resolucoes/BR/2026/2454_2026.pdf",integro,manter,sim,"Auditoria automática confirmou que todas as páginas do PDF estão representadas no corpus, sem páginas ausentes.",16-09-2026
imdrf_samd_clinical_evaluation_2017,Software as a Medical Device (SaMD): Clinical Evaluation,PDF,39,36380,1044,0,21,0.58,15,1,2,"2, 5",parece integro,Final Document Title: Software as a Medical Device (SaMD): Clinical Evaluation Authoring Group: Software as a Medical Device Working Group Date: 21 September,2[13] Analogous to SaMD Valid Clinical Association Analogous to SaMD Analytical Validation Analogous to SaMD Clinical Validation 21 September 2017 Page 21 of 30,https://www.imdrf.org/sites/default/files/docs/imdrf/final/technical/imdrf-tech-170921-samd-n41-clinical-evaluation_1.pdf,integro,manter,sim,"Diversas páginas com texto não foram indexadas, incluindo as páginas 22 a 30, dentre as quais há um glossário. Há perda substancial de conteúdo. Problema anterior causado pelo pipeline de extração; resolvido pelo reprocessamento do arquivo físico existente.",16-09-2026
ai_framework_convention_council_europe_2024,"Council of Europe Framework Convention on Artificial Intelligence and Human Rights, Democracy and the Rule of Law",PDF,34,36099,1104,0,79,2.19,56,0,0,,parece integro,"Council of Europe Treaty Series - No. 225 Council of Europe Framework Convention on Artificial Intelligence and Human Rights, Democracy and the Rule of Law Vi","he non-member States which have participated in the elaboration of this Convention, to the European Union and to any State invited to accede to this Convention.","https://rm.coe.int/1680afae3c",integro,manter,sim,"Auditoria automática confirmou que todas as páginas do PDF estão representadas no corpus, sem páginas ausentes.",16-09-2026
aiml_samd_action_plan_FDA_2021,Artificial Intelligence/Machine Learning (AI/ML)-Based Software as a Medical Device (SaMD) Action Plan,PDF,26,26624,1087,0,6,0.23,0,0,0,,parece integro,Artificial Intelligence/Machine Learning (AI/ML)-Based Software as a Medical Device (SaMD) Action Plan INTRODUCTION & BACKGROUND Artificial intelligence (AI) an,ook forward to engaging with you on these efforts. The Digital Health Center of Excellence may be contacted directly at digitalhealth@fda.hhs.gov. 7 www.fda.gov,"https://www.fda.gov/media/145022/download?attachment",integro,manter,sim,A página 1 ausente é a capa/título do documento. A introdução e o conteúdo substantivo estão indexados.,16-09-2026
resolucao_2314_CFM_2022,Resolução CFM nº 2.314/2022,PDF,30,25322,884,7,19,0.75,54,0,0,,parece integro,"RESOLUÇÃO CFM nº 2.314/2022 (Publicada no D.O.U. de 05 de maio de 2022, Seção I, p. 227) Define e regulamenta a telemedicina, como forma de serviços médicos me",zação e julgamento do exercício da medicina. DONIZETTI DIMER GIAMBERDINO FILHO Conselheiro Relator ROSYLANE NASCIMENTO DAS MERCÊS ROCHA Conselheira relatora,"https://sistemas.cfm.org.br/normas/arquivos/resolucoes/BR/2022/2314_2022.pdf",integro,manter,sim,"Auditoria automática confirmou que todas as páginas do PDF estão representadas no corpus, sem páginas ausentes.",16-09-2026
imdrf_ml_medical_devices_terms_2022,Machine Learning-enabled Medical Devices: Key Terms and Definitions,PDF,29,24644,854,0,3,0.12,7,3,1,3,parece integro,Preface This document was produced by the International Medical Device Regulators Forum. There are no restrictions on the reproduction or use of this document;,represent an endorsement of any kind by the International Medical Device Regulators Forum. Copyright 2021 by the International Medical Device Regulators Forum.,"https://www.imdrf.org/sites/default/files/2022-05/IMDRF%20AIMD%20WG%20Final%20Document%20N67.pdf",integro,manter,sim,As páginas ausentes correspondem à capa e ao sumário. O conteúdo substantivo inicia na página 4 e está presente.,16-09-2026
lei_3268_BR_1957,"Lei nº 3.268, de 30 de setembro de 1957",HTML,19,21224,1146,0,0,0.0,72,0,0,,parece integro,"Presidência da República Casa Civil Subchefia para Assuntos Jurídicos LEI N o 3.268, DE 30 DE SETEMBRO DE 1957. Regulamento Vide Lei nº 5.526, de 1968 Dispõe sô",ndência e 69º da República. JUSCELINO KUBITSCHEK Clovis Salgado Parsifal Barbosa Maurício de Medeiros Este texto não substitui o publicado no DOU de 1.10.1957 *,"https://www.planalto.gov.br/ccivil_03/leis/l3268.htm",integro,manter,sim,Integridade validada em duas etapas: o snapshot HTML coletado foi integralmente processado no corpus e apresentou forte correspondência com a fonte original atual (snapshot→fonte=100.0%; fonte→snapshot=100.0%).,16-09-2026
resolucao_1821_CFM_2007,Resolução CFM nº 1.821/2007,PDF,23,20220,1033,0,5,0.25,14,0,0,,parece integro,"[TABELA] Colunas: Coluna 1 | Coluna 2 Coluna 1: RESOLUÇÃO CFM Nº 1.821/2007 Coluna 2: Coluna 1: (Publicada no D.O.U. de 23 nov. 2007, Seção I, pg.252) Coluna","horia no atendimento ao paciente. É dever do CFM garantir ao médico amplo respaldo legal na utilização desses sistemas, motivo pelo qual publica esta Resolução.","https://sistemas.cfm.org.br/normas/arquivos/resolucoes/BR/2007/1821_2007.pdf",integro,manter,sim,"Auditoria automática confirmou que todas as páginas do PDF estão representadas no corpus, sem páginas ausentes.",16-09-2026
resolucao_UFMG_01_2022,"Resolução nº 01/2022, de 17 de fevereiro de 2022",PDF,24,17538,748,0,11,0.63,54,0,0,,parece integro,"RESOLUÇÃO No 01/2022, DE 17 DE FEVEREIRO DE 2022 Autoriza a criação de Comitês de Ética em Pesquisa envolvendo seres humanos no âmbito da UFMG e aprova o Regime","11/2017, de 05/12/2017. Art. 33. O presente Regimento entra em vigor nesta data Professora Sandra Regina Goulart Almeida Presidente do Conselho Universitário","https://www.ufmg.br/bioetica/cep/wp-content/uploads/2022/11/Resolu%C3%A7%C3%A3o-012022.pdf",integro,manter,sim,"Auditoria automática confirmou que todas as páginas do PDF estão representadas no corpus, sem páginas ausentes.",16-09-2026
resolucao_2_ANPD_2024,"Resolução CD/ANPD nº 2, de 27 de janeiro de 2022",HTML,13,14807,1117,0,2,0.14,43,0,0,,parece integro,"Resolução CD/ANPD nº 2, de 27 de janeiro de 2022 Aprova o Regulamento de aplicação da Lei nº 13.709, de 14 de agosto de 2018, Lei Geral de Proteção de Dados Pes","neste regulamento, considerando as circunstâncias relevantes da situação, tais como a natureza ou o volume das operações, bem como os riscos para os titulares.","https://www.gov.br/anpd/pt-br/acesso-a-informacao/institucional/atos-normativos/regulamentacoes_anpd/resolucao-cd-anpd-no-2-de-27-de-janeiro-de-2022",integro,manter,sim,Integridade validada em duas etapas: o snapshot HTML coletado foi integralmente processado no corpus e apresentou forte correspondência com a fonte original atual (snapshot→fonte=98.2%; fonte→snapshot=97.4%).,16-09-2026
eca_BR_1990,Estatuto da Criança e do Adolescente (ECA),HTML,10,11078,1164,0,4,0.36,35,0,0,,parece integro,"Presidência da República Casa Civil Subchefia para Assuntos Jurídicos LEI Nº 8.069, DE 13 DE JULHO DE 1990. Texto compilado Vigência (Vide Lei nº 14.987, de 202","oder público, em conjunto com organizações da sociedade civil, e serão dirigidas prioritariamente ao público adolescente. (Incluído pela Lei nº 13.798, de 2019)",https://www.planalto.gov.br/ccivil_03/leis/l8069.htm,integro,manter,sim,Integridade invalidada pela verificação do suposto fim do documento: o final da fonte original está muito adiante. Truncamento causado pelo coletor HTML; resolvido após a correção do coletor e nova coleta.,16-09-2026
dpia_ICO_,What is a DPIA?,HTML,10,10855,1089,0,14,1.29,3,0,0,,parece integro,What is a DPIA? The Data (Use and Access) Act 2025 got Royal Assent on 19 June 2025. All the provisions affecting data protection law and the Privacy and Electr,"een endorsed by the EDPB. See also the working party’s Statement on the role of a risk-based approach in data protection legal frameworks (WP218, 30 May 2014) .","https://ico.org.uk/for-organisations/uk-gdpr-guidance-and-resources/accountability-and-governance/data-protection-impact-assessments-dpias/what-is-a-dpia/#what1",integro,manter,sim,Integridade validada em duas etapas: o snapshot HTML coletado foi integralmente processado no corpus e apresentou forte correspondência com a fonte original atual (snapshot→fonte=96.2%; fonte→snapshot=96.9%).,16-09-2026
good_ml_practice_guiding_principles_FDA_2021,Good Machine Learning Practice for Medical Device Development: Guiding Principles,PDF,9,8139,874,0,3,0.37,0,1,0,,parece integro,"Good Machine Learning Practice for Medical Device Development: Guiding Principles October 2021 The U.S. Food and Drug Administration (FDA), Health Canada, and t","ended bias, or degradation of the model (for example, dataset drift) that may impact the safety and performance of the model as it is used by the Human-AI team.","https://www.fda.gov/media/153486/download?attachment",integro,manter,sim,"Auditoria automática confirmou que todas as páginas do PDF estão representadas no corpus, sem páginas ausentes.",16-09-2026
lei_6681_BR_1979,"Lei nº 6.681, de 16 de agosto de 1979",HTML,6,6507,1085,0,3,0.46,5,0,0,,parece integro,"Presidência da República Casa Civil Subchefia para Assuntos Jurídicos LEI N o 6.681, DE 16 DE AGOSTO DE 1979. Dispõe sobre a inscrição de médicos, cirurgiões-de",REDO Maximiano Fonseca Walter Pires Murillo Macêdo Délio Jardim de Mattos Samuel Augusto Alves Corrêa Este texto não substitui o publicado no DOU de 17.8.1979 *,"https://www.planalto.gov.br/ccivil_03/leis/1970-1979/l6681.htm",integro,manter,sim,Integridade validada em duas etapas: o snapshot HTML coletado foi integralmente processado no corpus e apresentou forte correspondência com a fonte original atual (snapshot→fonte=100.0%; fonte→snapshot=100.0%).,16-09-2026
resolucao_2424_CFM_2025,"Resolução CFM nº 2.424, de 27 de março de 2025",PDF,8,6390,843,0,1,0.16,16,0,0,,parece integro,"RESOLUÇÃO CFM N° 2.424, DE 27 DE MARÇO DE 2025 Publicado em: 30/04/2025 | Edição: 81 | Seção: 1 | Página: 491 Altera a Resolução CFM n° 2.306/2022, que aprovou","ia, contribuirão para o alcance da tão almejada celeridade e eficiência na prática dos atos da Administração Pública. JOSÉ ALBERTINO SOUZA Conselheiro relator","https://sistemas.cfm.org.br/normas/arquivos/resolucoes/BR/2025/2424_2025.pdf",integro,manter,sim,"Auditoria automática confirmou que todas as páginas do PDF estão representadas no corpus, sem páginas ausentes.",16-09-2026
resolucao_1638_CFM_2002,Resolução CFM nº 1.638/2002,PDF,6,5490,949,0,7,1.28,8,0,0,,parece integro,"RESOLUÇÃO CFM nº 1.638/2002 (Publicada no D.O.U. de 9 de agosto de 2002, Seção I, p.184-5) VER TAMBÉM RESOLUÇÃO CFM 1821/2007 Define prontuário médico e torna","ução entrará em vigor na data de sua publicação. Brasília-DF, 10 de julho de 2002. EDSON DE OLIVEIRA ANDRADE RUBENS DOS SANTOS SILVA Presidente Secretário-Geral","https://sistemas.cfm.org.br/normas/arquivos/resolucoes/BR/2002/1638_2002.pdf",integro,manter,sim,"Auditoria automática confirmou que todas as páginas do PDF estão representadas no corpus, sem páginas ausentes.",16-09-2026
lei_13787_BR_2018,"Lei nº 13.787, de 27 de dezembro de 2018",HTML,4,4541,1129,0,3,0.66,20,0,0,,parece integro,"Presidência da República Secretaria-Geral Subchefia para Assuntos Jurídicos LEI Nº 13.787, DE 27 DE DEZEMBRO DE 2018. Dispõe sobre a digitalização e a utilizaçã",2018; 197º da Independência e 130º da República. MICHEL TEMER Torquato Jardim Gustavo do Vale Rocha Este texto não substitui o publicado no DOU de 28.12.2018 *,"https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/lei/l13787.htm",integro,manter,sim,Integridade validada em duas etapas: o snapshot HTML coletado foi integralmente processado no corpus e apresentou forte correspondência com a fonte original atual (snapshot→fonte=99.3%; fonte→snapshot=96.4%).,16-09-2026
iso_25237_2017,ISO 25237:2017,HTML,3,3026,1197,0,0,0.0,10,10,0,,parece integro,Reference number ISO 25237:2017 © ISO 2026 International Standard ISO 25237:2017 Health informatics — Pseudonymization Edition 1 2017-01 Read sample ISO 25237:2,SO/DIS 25237 This standard contributes to the following Sustainable Development Goal 3 Good Health and Well-being Got a question? Check out our Help and Support,"https://www.iso.org/standard/63553.html",nao_e_o_documento,remover,nao,"Conteúdo indexado corresponde à página de catálogo/comercial da ISO, com marcadores como ""Read sample"", preço em CHF e ""Add to cart"". Não contém o texto integral da norma.",16-09-2026
